track_id,nodes,edges,temporal_edges,similarity_edges,similarity_edges_per_node,segmentation_mode
38312,20,108,38,70,3.5,beat_bar
38321,17,92,32,60,3.5294117647058822,beat_bar
38323,13,82,24,58,4.461538461538462,beat_bar
38326,13,72,24,48,3.6923076923076925,beat_bar
38351,18,100,34,66,3.6666666666666665,beat_bar
38352,14,78,26,52,3.7142857142857144,beat_bar
38353,20,118,38,80,4.0,beat_bar
38354,15,88,28,60,4.0,beat_bar
38361,15,88,28,60,4.0,beat_bar
38362,16,100,30,70,4.375,beat_bar
38363,22,136,42,94,4.2727272727272725,beat_bar
38365,14,84,26,58,4.142857142857143,beat_bar
38399,12,68,22,46,3.8333333333333335,beat_bar
38435,10,60,18,42,4.2,beat_bar
38450,20,110,38,72,3.6,beat_bar
38522,16,104,30,74,4.625,beat_bar
38557,18,104,34,70,3.888888888888889,beat_bar
38560,11,68,20,48,4.363636363636363,beat_bar
38775,15,78,28,50,3.3333333333333335,beat_bar
38776,14,82,26,56,4.0,beat_bar
38777,12,68,22,46,3.8333333333333335,beat_bar
38778,15,84,28,56,3.7333333333333334,beat_bar
38779,15,96,28,68,4.533333333333333,beat_bar
38780,14,72,26,46,3.2857142857142856,beat_bar
38781,16,92,30,62,3.875,beat_bar
38782,14,84,26,58,4.142857142857143,beat_bar
38783,16,102,30,72,4.5,beat_bar
38784,13,72,24,48,3.6923076923076925,beat_bar
38785,15,90,28,62,4.133333333333334,beat_bar
38817,14,80,26,54,3.857142857142857,beat_bar
38818,15,88,28,60,4.0,beat_bar
38819,15,88,28,60,4.0,beat_bar
38820,19,114,36,78,4.105263157894737,beat_bar
38821,17,104,32,72,4.235294117647059,beat_bar
38822,22,132,42,90,4.090909090909091,beat_bar
38823,14,82,26,56,4.0,beat_bar
38824,15,92,28,64,4.266666666666667,beat_bar
38825,16,86,30,56,3.5,beat_bar
38826,17,102,32,70,4.117647058823529,beat_bar
38827,12,66,22,44,3.6666666666666665,beat_bar
38828,16,98,30,68,4.25,beat_bar
38829,14,82,26,56,4.0,beat_bar
38830,14,80,26,54,3.857142857142857,beat_bar
38833,8,44,14,30,3.75,beat_bar
38834,19,116,36,80,4.2105263157894735,beat_bar
38847,12,62,22,40,3.3333333333333335,beat_bar
38859,10,58,18,40,4.0,beat_bar
38878,18,112,34,78,4.333333333333333,beat_bar
38879,13,84,24,60,4.615384615384615,beat_bar
38880,15,86,28,58,3.8666666666666667,beat_bar
38881,16,90,30,60,3.75,beat_bar
38882,14,82,26,56,4.0,beat_bar
38884,15,84,28,56,3.7333333333333334,beat_bar
38886,10,60,18,42,4.2,beat_bar
38887,15,98,28,70,4.666666666666667,beat_bar
38888,17,94,32,62,3.6470588235294117,beat_bar
38890,13,70,24,46,3.5384615384615383,beat_bar
38891,13,74,24,50,3.8461538461538463,beat_bar
38892,15,82,28,54,3.6,beat_bar
38893,12,66,22,44,3.6666666666666665,beat_bar
38894,20,122,38,84,4.2,beat_bar
38895,17,98,32,66,3.8823529411764706,beat_bar
38896,17,102,32,70,4.117647058823529,beat_bar
38898,17,104,32,72,4.235294117647059,beat_bar
38899,15,94,28,66,4.4,beat_bar
38900,17,100,32,68,4.0,beat_bar
38901,16,86,30,56,3.5,beat_bar
38902,17,100,32,68,4.0,beat_bar
38904,13,72,24,48,3.6923076923076925,beat_bar
38905,6,30,10,20,3.3333333333333335,beat_bar
38906,13,80,24,56,4.3076923076923075,beat_bar
38907,10,54,18,36,3.6,beat_bar
38908,14,80,26,54,3.857142857142857,beat_bar
38910,21,132,40,92,4.380952380952381,beat_bar
38911,11,64,20,44,4.0,beat_bar
38912,13,80,24,56,4.3076923076923075,beat_bar
38914,13,78,24,54,4.153846153846154,beat_bar
38955,15,86,28,58,3.8666666666666667,beat_bar
38961,17,104,32,72,4.235294117647059,beat_bar
38964,12,74,22,52,4.333333333333333,beat_bar
38965,13,78,24,54,4.153846153846154,beat_bar
38966,12,74,22,52,4.333333333333333,beat_bar
38967,18,110,34,76,4.222222222222222,beat_bar
39188,22,136,42,94,4.2727272727272725,beat_bar
39259,14,90,26,64,4.571428571428571,beat_bar
39278,15,90,28,62,4.133333333333334,beat_bar
39291,15,90,28,62,4.133333333333334,beat_bar
39298,17,104,32,72,4.235294117647059,beat_bar
39316,13,80,24,56,4.3076923076923075,beat_bar
39317,14,84,26,58,4.142857142857143,beat_bar
39318,13,82,24,58,4.461538461538462,beat_bar
39357,21,128,40,88,4.190476190476191,beat_bar
39359,16,88,30,58,3.625,beat_bar
39378,15,90,28,62,4.133333333333334,beat_bar
39484,14,86,26,60,4.285714285714286,beat_bar
39488,15,88,28,60,4.0,beat_bar
39530,15,86,28,58,3.8666666666666667,beat_bar
39605,16,90,30,60,3.75,beat_bar
39607,11,60,20,40,3.6363636363636362,beat_bar
39658,21,124,40,84,4.0,beat_bar
39659,14,88,26,62,4.428571428571429,beat_bar
39660,14,84,26,58,4.142857142857143,beat_bar
39661,10,62,18,44,4.4,beat_bar
39662,18,110,34,76,4.222222222222222,beat_bar
39663,11,64,20,44,4.0,beat_bar
39664,14,78,26,52,3.7142857142857144,beat_bar
39665,15,94,28,66,4.4,beat_bar
39666,10,62,18,44,4.4,beat_bar
39667,10,54,18,36,3.6,beat_bar
39875,18,124,34,90,5.0,beat_bar
39900,15,84,28,56,3.7333333333333334,beat_bar
39904,17,100,32,68,4.0,beat_bar
40121,21,122,40,82,3.9047619047619047,beat_bar
40122,15,86,28,58,3.8666666666666667,beat_bar
40123,13,82,24,58,4.461538461538462,beat_bar
40133,16,92,30,62,3.875,beat_bar
40134,17,98,32,66,3.8823529411764706,beat_bar
40139,14,78,26,52,3.7142857142857144,beat_bar
40141,9,50,16,34,3.7777777777777777,beat_bar
40147,19,126,36,90,4.7368421052631575,beat_bar
40161,18,110,34,76,4.222222222222222,beat_bar
40180,14,84,26,58,4.142857142857143,beat_bar
40182,14,86,26,60,4.285714285714286,beat_bar
40229,13,84,24,60,4.615384615384615,beat_bar
40230,9,50,16,34,3.7777777777777777,beat_bar
40231,12,70,22,48,4.0,beat_bar
40232,13,72,24,48,3.6923076923076925,beat_bar
40233,15,96,28,68,4.533333333333333,beat_bar
40234,10,60,18,42,4.2,fixed_fallback
40235,12,68,22,46,3.8333333333333335,beat_bar
40236,13,76,24,52,4.0,beat_bar
40237,16,98,30,68,4.25,beat_bar
40238,13,72,24,48,3.6923076923076925,beat_bar
40239,12,72,22,50,4.166666666666667,beat_bar
40240,9,52,16,36,4.0,beat_bar
40241,13,76,24,52,4.0,beat_bar
40242,12,76,22,54,4.5,beat_bar
40243,17,100,32,68,4.0,beat_bar
40244,11,68,20,48,4.363636363636363,beat_bar
40245,10,56,18,38,3.8,beat_bar
40250,17,92,32,60,3.5294117647058822,beat_bar
40509,10,56,18,38,3.8,fixed_fallback
40525,11,62,20,42,3.8181818181818183,beat_bar
40541,11,56,20,36,3.272727272727273,beat_bar
40542,11,56,20,36,3.272727272727273,beat_bar
40598,15,90,28,62,4.133333333333334,beat_bar
40654,13,84,24,60,4.615384615384615,beat_bar
40655,15,98,28,70,4.666666666666667,beat_bar
40656,17,112,32,80,4.705882352941177,beat_bar
40657,11,70,20,50,4.545454545454546,beat_bar
40658,15,88,28,60,4.0,beat_bar
40659,16,104,30,74,4.625,beat_bar
40660,10,58,18,40,4.0,beat_bar
40683,17,94,32,62,3.6470588235294117,beat_bar
40725,20,124,38,86,4.3,beat_bar
40842,11,62,20,42,3.8181818181818183,beat_bar
40843,10,56,18,38,3.8,beat_bar
40844,14,82,26,56,4.0,beat_bar
40845,10,60,18,42,4.2,beat_bar
40851,15,100,28,72,4.8,beat_bar
40903,11,62,20,42,3.8181818181818183,beat_bar
40908,13,86,24,62,4.769230769230769,beat_bar
40909,9,54,16,38,4.222222222222222,beat_bar
40938,18,100,34,66,3.6666666666666665,beat_bar
40940,14,84,26,58,4.142857142857143,beat_bar
40984,11,64,20,44,4.0,beat_bar
40985,16,96,30,66,4.125,beat_bar
40986,11,60,20,40,3.6363636363636362,beat_bar
41018,11,62,20,42,3.8181818181818183,beat_bar
41019,10,60,18,42,4.2,beat_bar
41020,21,124,40,84,4.0,beat_bar
41054,17,98,32,66,3.8823529411764706,beat_bar
41095,14,86,26,60,4.285714285714286,beat_bar
41147,13,76,24,52,4.0,beat_bar
41191,18,108,34,74,4.111111111111111,beat_bar
41192,19,112,36,76,4.0,beat_bar
41310,15,82,28,54,3.6,beat_bar
41381,10,58,18,40,4.0,beat_bar
41568,15,98,28,70,4.666666666666667,beat_bar
41570,11,66,20,46,4.181818181818182,beat_bar
41573,16,108,30,78,4.875,beat_bar
41605,21,134,40,94,4.476190476190476,beat_bar
41709,8,48,14,34,4.25,beat_bar
41714,19,120,36,84,4.421052631578948,beat_bar
41812,12,70,22,48,4.0,beat_bar
41819,15,90,28,62,4.133333333333334,beat_bar
41820,15,86,28,58,3.8666666666666667,beat_bar
41825,12,74,22,52,4.333333333333333,beat_bar
41961,8,46,14,32,4.0,beat_bar
41962,18,104,34,70,3.888888888888889,beat_bar
41965,19,114,36,78,4.105263157894737,beat_bar
41971,23,144,44,100,4.3478260869565215,beat_bar
41983,13,78,24,54,4.153846153846154,beat_bar
42014,13,66,24,42,3.230769230769231,beat_bar
42016,19,114,36,78,4.105263157894737,beat_bar
42017,12,72,22,50,4.166666666666667,beat_bar
42018,13,74,24,50,3.8461538461538463,beat_bar
42019,18,102,34,68,3.7777777777777777,beat_bar
42020,11,64,20,44,4.0,beat_bar
42023,15,90,28,62,4.133333333333334,beat_bar
42025,21,120,40,80,3.8095238095238093,beat_bar
42029,9,54,16,38,4.222222222222222,beat_bar
42030,21,128,40,88,4.190476190476191,beat_bar
42031,21,126,40,86,4.095238095238095,beat_bar
42040,14,82,26,56,4.0,beat_bar
42044,14,90,26,64,4.571428571428571,beat_bar
42045,15,86,28,58,3.8666666666666667,beat_bar
42046,12,70,22,48,4.0,beat_bar
42048,20,122,38,84,4.2,beat_bar
42119,19,124,36,88,4.631578947368421,beat_bar
42126,19,118,36,82,4.315789473684211,beat_bar
42129,16,100,30,70,4.375,beat_bar
42135,22,136,42,94,4.2727272727272725,beat_bar
42138,11,60,20,40,3.6363636363636362,beat_bar
42139,15,92,28,64,4.266666666666667,beat_bar
42141,10,60,18,42,4.2,beat_bar
42146,13,80,24,56,4.3076923076923075,beat_bar
42234,14,90,26,64,4.571428571428571,beat_bar
42235,15,92,28,64,4.266666666666667,beat_bar
42236,16,96,30,66,4.125,beat_bar
42238,17,106,32,74,4.352941176470588,beat_bar
42240,12,74,22,52,4.333333333333333,beat_bar
42241,23,144,44,100,4.3478260869565215,beat_bar
42243,14,86,26,60,4.285714285714286,beat_bar
42245,14,82,26,56,4.0,beat_bar
42247,12,76,22,54,4.5,beat_bar
42310,16,96,30,66,4.125,beat_bar
42372,14,82,26,56,4.0,beat_bar
42373,14,88,26,62,4.428571428571429,beat_bar
42374,14,90,26,64,4.571428571428571,beat_bar
42375,16,90,30,60,3.75,beat_bar
42376,14,76,26,50,3.5714285714285716,beat_bar
42377,16,84,30,54,3.375,beat_bar
42442,16,100,30,70,4.375,beat_bar
42463,16,106,30,76,4.75,beat_bar
42475,17,104,32,72,4.235294117647059,beat_bar
42648,17,102,32,70,4.117647058823529,beat_bar
42659,17,102,32,70,4.117647058823529,beat_bar
42751,17,102,32,70,4.117647058823529,beat_bar
42761,15,92,28,64,4.266666666666667,beat_bar
42789,15,84,28,56,3.7333333333333334,beat_bar
42844,22,142,42,100,4.545454545454546,beat_bar
42851,16,96,30,66,4.125,beat_bar
42911,7,40,12,28,4.0,beat_bar
42914,20,122,38,84,4.2,beat_bar
42915,16,90,30,60,3.75,beat_bar
42966,17,100,32,68,4.0,beat_bar
42984,12,78,22,56,4.666666666666667,beat_bar
43016,13,78,24,54,4.153846153846154,beat_bar
43018,14,82,26,56,4.0,beat_bar
43019,14,84,26,58,4.142857142857143,beat_bar
43020,9,48,16,32,3.5555555555555554,beat_bar
43021,12,80,22,58,4.833333333333333,beat_bar
43022,16,86,30,56,3.5,beat_bar
43023,23,132,44,88,3.8260869565217392,beat_bar
43024,14,78,26,52,3.7142857142857144,beat_bar
43025,11,66,20,46,4.181818181818182,beat_bar
43026,12,72,22,50,4.166666666666667,beat_bar
43027,15,90,28,62,4.133333333333334,beat_bar
43028,16,92,30,62,3.875,beat_bar
43029,14,90,26,64,4.571428571428571,beat_bar
43030,15,86,28,58,3.8666666666666667,beat_bar
43063,16,106,30,76,4.75,beat_bar
43172,13,76,24,52,4.0,beat_bar
43173,21,128,40,88,4.190476190476191,beat_bar
43516,12,72,22,50,4.166666666666667,beat_bar
43517,16,92,30,62,3.875,beat_bar
43518,12,74,22,52,4.333333333333333,beat_bar
43519,18,116,34,82,4.555555555555555,beat_bar
43520,19,114,36,78,4.105263157894737,beat_bar
43521,18,118,34,84,4.666666666666667,beat_bar
43533,14,90,26,64,4.571428571428571,beat_bar
43534,18,118,34,84,4.666666666666667,beat_bar
43535,19,120,36,84,4.421052631578948,beat_bar
43536,21,132,40,92,4.380952380952381,beat_bar
43585,15,96,28,68,4.533333333333333,beat_bar
43586,14,82,26,56,4.0,beat_bar
43587,20,114,38,76,3.8,beat_bar
43588,12,70,22,48,4.0,beat_bar
43589,15,94,28,66,4.4,beat_bar
43590,15,90,28,62,4.133333333333334,beat_bar
43592,13,78,24,54,4.153846153846154,beat_bar
43593,22,138,42,96,4.363636363636363,beat_bar
43594,15,84,28,56,3.7333333333333334,beat_bar
43595,11,62,20,42,3.8181818181818183,beat_bar
43596,15,96,28,68,4.533333333333333,beat_bar
43598,15,94,28,66,4.4,beat_bar
43599,22,132,42,90,4.090909090909091,beat_bar
43600,14,78,26,52,3.7142857142857144,beat_bar
43608,11,62,20,42,3.8181818181818183,beat_bar
43621,18,106,34,72,4.0,beat_bar
43623,17,108,32,76,4.470588235294118,beat_bar
43691,17,96,32,64,3.764705882352941,beat_bar
43695,19,118,36,82,4.315789473684211,beat_bar
43696,17,108,32,76,4.470588235294118,beat_bar
43697,14,90,26,64,4.571428571428571,beat_bar
43698,17,108,32,76,4.470588235294118,beat_bar
43699,20,122,38,84,4.2,beat_bar
43761,15,82,28,54,3.6,beat_bar
43765,14,84,26,58,4.142857142857143,beat_bar
43766,17,102,32,70,4.117647058823529,beat_bar
43767,14,84,26,58,4.142857142857143,beat_bar
43768,13,80,24,56,4.3076923076923075,beat_bar
43773,12,68,22,46,3.8333333333333335,beat_bar
43796,16,104,30,74,4.625,beat_bar
43842,14,86,26,60,4.285714285714286,beat_bar
43843,18,106,34,72,4.0,beat_bar
43844,12,70,22,48,4.0,beat_bar
43856,12,70,22,48,4.0,beat_bar
43857,12,72,22,50,4.166666666666667,beat_bar
43858,11,62,20,42,3.8181818181818183,beat_bar
43859,13,76,24,52,4.0,beat_bar
43860,9,46,16,30,3.3333333333333335,beat_bar
43861,19,102,36,66,3.473684210526316,beat_bar
43863,12,70,22,48,4.0,beat_bar
43865,11,62,20,42,3.8181818181818183,beat_bar
43866,13,78,24,54,4.153846153846154,beat_bar
43867,11,62,20,42,3.8181818181818183,beat_bar
43868,12,68,22,46,3.8333333333333335,beat_bar
43869,22,126,42,84,3.8181818181818183,beat_bar
43883,13,70,24,46,3.5384615384615383,beat_bar
43886,13,76,24,52,4.0,beat_bar
43899,12,72,22,50,4.166666666666667,beat_bar
43911,10,58,18,40,4.0,beat_bar
43962,21,128,40,88,4.190476190476191,beat_bar
43965,20,118,38,80,4.0,beat_bar
44092,11,66,20,46,4.181818181818182,beat_bar
44110,8,46,14,32,4.0,beat_bar
44169,20,122,38,84,4.2,beat_bar
44236,11,64,20,44,4.0,beat_bar
44342,7,38,12,26,3.7142857142857144,beat_bar
44347,20,108,38,70,3.5,beat_bar
44354,18,110,34,76,4.222222222222222,beat_bar
44355,9,56,16,40,4.444444444444445,beat_bar
44777,16,102,30,72,4.5,beat_bar
44778,12,72,22,50,4.166666666666667,beat_bar
44779,17,104,32,72,4.235294117647059,beat_bar
44780,15,86,28,58,3.8666666666666667,beat_bar
44781,14,88,26,62,4.428571428571429,beat_bar
44782,11,60,20,40,3.6363636363636362,beat_bar
44791,19,120,36,84,4.421052631578948,beat_bar
44792,19,114,36,78,4.105263157894737,beat_bar
44793,9,48,16,32,3.5555555555555554,beat_bar
44794,12,72,22,50,4.166666666666667,beat_bar
44795,19,110,36,74,3.8947368421052633,beat_bar
44796,9,56,16,40,4.444444444444445,beat_bar
44797,17,98,32,66,3.8823529411764706,beat_bar
44798,15,90,28,62,4.133333333333334,beat_bar
44799,10,54,18,36,3.6,fixed_fallback
44800,19,116,36,80,4.2105263157894735,beat_bar
44801,14,84,26,58,4.142857142857143,beat_bar
44802,15,92,28,64,4.266666666666667,beat_bar
44803,11,64,20,44,4.0,beat_bar
44804,18,108,34,74,4.111111111111111,beat_bar
44805,16,86,30,56,3.5,beat_bar
44806,18,100,34,66,3.6666666666666665,beat_bar
44809,18,106,34,72,4.0,beat_bar
44820,12,70,22,48,4.0,beat_bar
44821,16,102,30,72,4.5,beat_bar
44822,10,62,18,44,4.4,fixed_fallback
44823,14,80,26,54,3.857142857142857,beat_bar
44848,11,68,20,48,4.363636363636363,beat_bar
44849,10,60,18,42,4.2,fixed_fallback
44850,10,54,18,36,3.6,beat_bar
44851,19,112,36,76,4.0,beat_bar
44853,12,72,22,50,4.166666666666667,beat_bar
44854,14,86,26,60,4.285714285714286,beat_bar
44917,18,116,34,82,4.555555555555555,beat_bar
44918,16,100,30,70,4.375,beat_bar
44946,15,88,28,60,4.0,beat_bar
44947,13,78,24,54,4.153846153846154,beat_bar
44948,16,92,30,62,3.875,beat_bar
44949,13,76,24,52,4.0,beat_bar
44950,13,78,24,54,4.153846153846154,beat_bar
44951,13,76,24,52,4.0,beat_bar
44952,13,72,24,48,3.6923076923076925,beat_bar
45055,11,62,20,42,3.8181818181818183,beat_bar
45099,9,54,16,38,4.222222222222222,beat_bar
45100,16,98,30,68,4.25,beat_bar
45101,11,66,20,46,4.181818181818182,beat_bar
45102,8,42,14,28,3.5,beat_bar
45103,13,78,24,54,4.153846153846154,beat_bar
45119,10,60,18,42,4.2,beat_bar
45122,17,92,32,60,3.5294117647058822,beat_bar
45125,12,66,22,44,3.6666666666666665,beat_bar
45126,10,58,18,40,4.0,fixed_fallback
45127,12,70,22,48,4.0,beat_bar
45128,8,38,14,24,3.0,beat_bar
45149,11,66,20,46,4.181818181818182,beat_bar
45150,13,82,24,58,4.461538461538462,beat_bar
45151,18,112,34,78,4.333333333333333,beat_bar
45152,12,70,22,48,4.0,beat_bar
45153,23,144,44,100,4.3478260869565215,beat_bar
45154,12,66,22,44,3.6666666666666665,beat_bar
45335,19,110,36,74,3.8947368421052633,beat_bar
45387,12,66,22,44,3.6666666666666665,beat_bar
45388,15,82,28,54,3.6,beat_bar
45389,12,70,22,48,4.0,beat_bar
45390,10,62,18,44,4.4,fixed_fallback
45391,10,56,18,38,3.8,beat_bar
45392,13,82,24,58,4.461538461538462,beat_bar
45393,15,88,28,60,4.0,beat_bar
45474,13,74,24,50,3.8461538461538463,beat_bar
45475,22,128,42,86,3.909090909090909,beat_bar
45508,14,84,26,58,4.142857142857143,beat_bar
45513,10,58,18,40,4.0,beat_bar
45514,12,72,22,50,4.166666666666667,beat_bar
45515,16,94,30,64,4.0,beat_bar
45516,11,60,20,40,3.6363636363636362,beat_bar
45517,22,130,42,88,4.0,beat_bar
45518,12,68,22,46,3.8333333333333335,beat_bar
45519,12,72,22,50,4.166666666666667,beat_bar
45520,21,124,40,84,4.0,beat_bar
45521,20,120,38,82,4.1,beat_bar
45522,12,72,22,50,4.166666666666667,beat_bar
45523,13,78,24,54,4.153846153846154,beat_bar
45934,14,82,26,56,4.0,beat_bar
45941,15,88,28,60,4.0,beat_bar
46024,11,68,20,48,4.363636363636363,beat_bar
46043,12,72,22,50,4.166666666666667,beat_bar
46058,14,82,26,56,4.0,beat_bar
46068,20,122,38,84,4.2,beat_bar
46078,20,118,38,80,4.0,beat_bar
46079,10,62,18,44,4.4,beat_bar
46157,15,90,28,62,4.133333333333334,beat_bar
46158,14,90,26,64,4.571428571428571,beat_bar
46159,19,122,36,86,4.526315789473684,beat_bar
46160,20,120,38,82,4.1,beat_bar
46161,16,106,30,76,4.75,beat_bar
46162,9,52,16,36,4.0,beat_bar
46238,13,86,24,62,4.769230769230769,beat_bar
46241,17,110,32,78,4.588235294117647,beat_bar
46525,11,60,20,40,3.6363636363636362,beat_bar
46611,13,72,24,48,3.6923076923076925,beat_bar
46711,14,96,26,70,5.0,beat_bar
46717,10,60,18,42,4.2,fixed_fallback
46718,6,28,10,18,3.0,beat_bar
46720,18,108,34,74,4.111111111111111,beat_bar
46726,11,60,20,40,3.6363636363636362,beat_bar
46732,10,56,18,38,3.8,beat_bar
46733,14,88,26,62,4.428571428571429,beat_bar
46736,16,88,30,58,3.625,beat_bar
46839,15,84,28,56,3.7333333333333334,beat_bar
46840,9,50,16,34,3.7777777777777777,beat_bar
46841,11,62,20,42,3.8181818181818183,beat_bar
46842,8,46,14,32,4.0,beat_bar
46844,17,98,32,66,3.8823529411764706,beat_bar
46846,23,140,44,96,4.173913043478261,beat_bar
46854,7,38,12,26,3.7142857142857144,beat_bar
46855,18,104,34,70,3.888888888888889,beat_bar
46928,16,96,30,66,4.125,beat_bar
46930,12,76,22,54,4.5,beat_bar
47032,14,82,26,56,4.0,beat_bar
47068,17,110,32,78,4.588235294117647,beat_bar
47069,15,88,28,60,4.0,beat_bar
47070,20,120,38,82,4.1,beat_bar
47071,15,90,28,62,4.133333333333334,beat_bar
47072,14,82,26,56,4.0,beat_bar
47073,14,82,26,56,4.0,beat_bar
47074,15,86,28,58,3.8666666666666667,beat_bar
47075,11,66,20,46,4.181818181818182,beat_bar
47076,14,84,26,58,4.142857142857143,beat_bar
47077,15,80,28,52,3.466666666666667,beat_bar
47100,13,84,24,60,4.615384615384615,beat_bar
47192,14,86,26,60,4.285714285714286,beat_bar
47193,15,86,28,58,3.8666666666666667,beat_bar
47194,16,94,30,64,4.0,beat_bar
47195,21,126,40,86,4.095238095238095,beat_bar
47196,18,106,34,72,4.0,beat_bar
47197,9,48,16,32,3.5555555555555554,beat_bar
47198,15,90,28,62,4.133333333333334,beat_bar
47199,18,110,34,76,4.222222222222222,beat_bar
47200,13,76,24,52,4.0,beat_bar
47201,16,104,30,74,4.625,beat_bar
47202,19,114,36,78,4.105263157894737,beat_bar
47260,9,52,16,36,4.0,beat_bar
47471,20,126,38,88,4.4,beat_bar
47506,13,78,24,54,4.153846153846154,beat_bar
47510,6,30,10,20,3.3333333333333335,beat_bar
47526,22,134,42,92,4.181818181818182,beat_bar
47628,12,72,22,50,4.166666666666667,beat_bar
47657,10,58,18,40,4.0,beat_bar
47658,8,46,14,32,4.0,beat_bar
47659,15,92,28,64,4.266666666666667,beat_bar
47660,15,98,28,70,4.666666666666667,beat_bar
47661,16,92,30,62,3.875,beat_bar
47662,8,48,14,34,4.25,beat_bar
47663,15,88,28,60,4.0,beat_bar
47665,11,68,20,48,4.363636363636363,beat_bar
47666,14,88,26,62,4.428571428571429,beat_bar
47670,17,100,32,68,4.0,beat_bar
47671,9,52,16,36,4.0,beat_bar
47707,9,54,16,38,4.222222222222222,beat_bar
47826,11,62,20,42,3.8181818181818183,beat_bar
47835,14,80,26,54,3.857142857142857,beat_bar
47865,22,124,42,82,3.727272727272727,beat_bar
47868,17,100,32,68,4.0,beat_bar
47894,9,52,16,36,4.0,beat_bar
47895,19,112,36,76,4.0,beat_bar
47896,13,72,24,48,3.6923076923076925,beat_bar
47897,13,74,24,50,3.8461538461538463,beat_bar
47916,12,74,22,52,4.333333333333333,beat_bar
47921,12,70,22,48,4.0,beat_bar
48015,11,64,20,44,4.0,beat_bar
48042,16,98,30,68,4.25,beat_bar
48043,14,88,26,62,4.428571428571429,beat_bar
48044,18,106,34,72,4.0,beat_bar
48046,17,104,32,72,4.235294117647059,beat_bar
48269,12,72,22,50,4.166666666666667,beat_bar
48293,12,66,22,44,3.6666666666666665,beat_bar
48307,14,86,26,60,4.285714285714286,beat_bar
48317,11,64,20,44,4.0,beat_bar
48367,11,62,20,42,3.8181818181818183,beat_bar
48368,12,80,22,58,4.833333333333333,beat_bar
48369,15,84,28,56,3.7333333333333334,beat_bar
48437,10,64,18,46,4.6,beat_bar
48439,9,50,16,34,3.7777777777777777,beat_bar
48440,16,92,30,62,3.875,beat_bar
48442,17,100,32,68,4.0,beat_bar
48443,12,68,22,46,3.8333333333333335,beat_bar
48444,10,64,18,46,4.6,beat_bar
48446,8,44,14,30,3.75,beat_bar
48450,18,114,34,80,4.444444444444445,beat_bar
48452,12,78,22,56,4.666666666666667,beat_bar
48453,12,76,22,54,4.5,beat_bar
48454,14,72,26,46,3.2857142857142856,beat_bar
48456,13,74,24,50,3.8461538461538463,beat_bar
48457,16,96,30,66,4.125,beat_bar
48462,17,98,32,66,3.8823529411764706,beat_bar
48463,10,60,18,42,4.2,beat_bar
48464,16,94,30,64,4.0,beat_bar
48465,17,94,32,62,3.6470588235294117,beat_bar
48466,12,68,22,46,3.8333333333333335,beat_bar
48488,16,98,30,68,4.25,beat_bar
48489,18,112,34,78,4.333333333333333,beat_bar
48491,15,90,28,62,4.133333333333334,beat_bar
48492,18,108,34,74,4.111111111111111,beat_bar
48493,16,92,30,62,3.875,beat_bar
48494,17,96,32,64,3.764705882352941,beat_bar
48763,16,102,30,72,4.5,beat_bar
48808,13,78,24,54,4.153846153846154,beat_bar
48815,19,120,36,84,4.421052631578948,beat_bar
48861,20,122,38,84,4.2,beat_bar
48862,14,88,26,62,4.428571428571429,beat_bar
48863,15,86,28,58,3.8666666666666667,beat_bar
48864,13,76,24,52,4.0,beat_bar
48865,14,92,26,66,4.714285714285714,beat_bar
48931,18,100,34,66,3.6666666666666665,beat_bar
48990,15,90,28,62,4.133333333333334,beat_bar
48999,17,102,32,70,4.117647058823529,beat_bar
49029,13,78,24,54,4.153846153846154,beat_bar
49030,13,76,24,52,4.0,beat_bar
49039,15,86,28,58,3.8666666666666667,beat_bar
49061,20,126,38,88,4.4,beat_bar
49062,14,88,26,62,4.428571428571429,beat_bar
49064,14,88,26,62,4.428571428571429,beat_bar
49066,16,100,30,70,4.375,beat_bar
49067,15,100,28,72,4.8,beat_bar
49068,16,96,30,66,4.125,beat_bar
49070,18,112,34,78,4.333333333333333,beat_bar
49071,9,54,16,38,4.222222222222222,beat_bar
49072,15,96,28,68,4.533333333333333,beat_bar
49073,13,78,24,54,4.153846153846154,beat_bar
49394,16,96,30,66,4.125,beat_bar
49401,17,106,32,74,4.352941176470588,beat_bar
49407,8,46,14,32,4.0,beat_bar
49408,13,80,24,56,4.3076923076923075,beat_bar
49441,22,130,42,88,4.0,beat_bar
49473,16,88,30,58,3.625,beat_bar
49476,11,58,20,38,3.4545454545454546,beat_bar
49477,12,74,22,52,4.333333333333333,beat_bar
49478,14,90,26,64,4.571428571428571,beat_bar
49479,11,60,20,40,3.6363636363636362,beat_bar
49812,8,48,14,34,4.25,beat_bar
49817,22,128,42,86,3.909090909090909,beat_bar
49842,11,66,20,46,4.181818181818182,beat_bar
49843,9,50,16,34,3.7777777777777777,beat_bar
49844,13,72,24,48,3.6923076923076925,beat_bar
49845,16,100,30,70,4.375,beat_bar
49846,10,60,18,42,4.2,beat_bar
49847,12,68,22,46,3.8333333333333335,beat_bar
49848,15,94,28,66,4.4,beat_bar
49849,12,74,22,52,4.333333333333333,beat_bar
49856,12,74,22,52,4.333333333333333,beat_bar
49857,13,78,24,54,4.153846153846154,beat_bar
50264,22,136,42,94,4.2727272727272725,beat_bar
50272,15,84,28,56,3.7333333333333334,beat_bar
